ID;TITLE;ABSTRACT;Status;YEAR;AUTHORS;URL;Publisher;Facet: Research Topic;;;;;;;;;;;;;;;;;
860;Engineering autonomic controllers for virtualized web applications;;;2010;"Toffetti, Giovanni; Gambi, Alessio; Pezz\'{e}, Mauro & Pautasso, Cesare";http://dl.acm.org/citation.cfm?id=1884110.1884117;Springer-Verlag;SLA and Cloud;;;;;;;;;;;;;;;;;
861;Revenue Models for Streaming Applications over Shared Clouds;"When multiple users execute their streaming applications over a shared Cloud infrastructure, the provider typically captures the Quality of Service (QoS) for each application at a Service Level Agreement (SLA). Such an SLA identifies the cost that a user must pay to achieve the required QoS, and a penalty that must be paid to the user in case the QoS cannot be met. Assuming the maximisation of the revenue as the provider's objective, then it must decide: (i) which user streams to accept for storage and analysis; (ii) how many (computational / storage) resources to allocate to each stream in order to improve overall revenue and minimise cost. In this paper, we analyse revenue models for in-transit streaming applications, executed over a shared Cloud infrastructure under the presence of faulty computational resources. We propose an architecture that features a token bucket process envelop to accept user streams; and a control loop to enable resource allocation, while minimising operational cost.";;2012;"Tolosana-calasanz, Rafael; Banares, Jose Angel; Pham, Congduc; Rana, Omer F. & Ba\ {n}ares, Jos\'{e} \'{A}ngel";http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.258.7364 http://dl.acm.org/citation.cfm?id=2357487.2357628 http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6280327;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
862;A novel scheduling approach of e-learning content on cloud computing infrastructure;E-learning ecosystem based on cloud computing infrastructure constantly gains a popularity in a wide research and consumer popularity. There are multiple reasons for this, including the dynamic adaptability of clouds to the changing demands, their ability to provide resources per need basis and the support for virtualization. By additionally bringing the robust security and chargeback model in it, the cloud becomes a real next generation engine for all e-learning aspects, including database, application and web layers. However, and especially in a hybrid public cloud environments, the right allocation scheme of an e-learning content is critical if the given service level agreement has to be fulfilled. It is by far not enough to distribute content accordingly to the provided amount of processing power of computational nodes and corresponding storage systems. If the content scheduler does not take into account the throughput of the network communication links, the whole system become saturated with waiting times and the response of the cloud based e-learning system degrades. Our approach is to consider both processing power of computational nodes and communication links. The idea is to minimize SLEM, the magnitude of the second largest eigenvalue of the positive symmetric square matrix with elements representing time activities of computational nodes and communication links in parallel processing environment. It shows that this minimization problem can be recast as a semi-definite optimization problem, with ability to find an optimal load distribution of e-learning content.;;2011;"Tomic, D.; Muftic, O. & Biocic, B.";;;SLA and Cloud;;;;;;;;;;;;;;;;;
863;CSLAM: A framework for cloud service level agreement management based on WSLA;"With impressive progress of cloud computing and its influence on many aspects of utility computing, many of companies and enterprises are tending to this new product of information technology; some of these companies are interested in consuming cloud services and others tend to provide cloud services. The most common thing for these two major classes of users is service level agreements (SLAs) which are set between them. Many frameworks have been introduced for SLA management in web service level, but there are few applicable frameworks that are specific for cloud computing services. In this paper, we propose a framework for SLA management in cloud computing and especially inter-cloud environments. This framework is based on WSLA which is introduced by IBM, but we have changed it to fit into cloud computing environments. This framework is in fact a component of the cloud computing framework which we have introduced in our previous work. In this paper we are not going to provide a list of cloud service SLA parameters; instead, we propose a framework to manage cloud service SLAs and metrics.";;2012;Torkashvan, Milad & Haghighi, Hassan;http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6483055;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
864;A goal-oriented approach for adaptive SLA monitoring: A cloud provider case study;We argue in this paper that autonomic systems need to make their integrated monitoring adaptive in order to improve their “comprehensive” Quality of Service (QoS). We propose to design this adaptation based on high level objectives (called goals) related to the management of both the “functional system QoS” and the “monitoring system QoS”. Starting from some previous works suggesting a model-driven adaptable monitoring framework composed of 3 layers (configurability, adaptability, governability), we introduce a methodology to identify the functional and monitoring high level goals (according to the agreed Service Level Agreement - SLA) in order to drive models' instantiation. This proposal is first applied to a cloud provider case study for which two high level goals are developed (respect metrics freshness and minimize monitoring cost), and then simulated to show how the quality of management decisions, as well as intelligent monitoring of dynamic SLA, could be improved.;;2013;"Toueir, Antoine; Broisin, Julien & Sibilla, Michelle";http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6842223;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
865;FSToolkit: adopting software engineering practices for enabling definitions of federated resource infrastructures;;;2012;Tranoris, Christos & Denazis, Spyros;http://dl.acm.org/citation.cfm?id=2340856.2340879;Springer-Verlag;SLA and Cloud;;;;;;;;;;;;;;;;;
866;Cloud based Conceptual Framework of Service Level Agreement for University;;;;Trivedi, Krunal D. & Patel, N J.;http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.303.2645;;SLA and Cloud;;;;;;;;;;;;;;;;;
867;Binomial distribution approach for efficient detection of service level violations in cloud;Optimum usage of hardware devices, network devices, software resources and consistent quality of service is the aim of cloud computing. Thus, cloud computing is reducing the cost and mounting the revenue for cloud provider. Cloud computing gives the choice and freedom to cloud consumer for the use of dynamic and elastic services as pay-per-use model. In this context, to justify the cost and to verify the quality of services, active Service Level Management is required. Moreover to overcome unrealistic demands from customers and to surpass the occurring violations, a strong and straight forward approach is needed, through which SLA violations can be noticed, detected and distinguished. In this Paper, we have focused on fundamental elements for effective SLA violations detection system. We also propose an approach for binomial distribution for Service level agreement violation detection. This approach gives probability of success and system reliability of cloud service which may be used by service providers to minimize and prevent different violations.;;2013;"Trivedi, Krunal D.; Patel, Narendra J. & Shah, Palak R.";http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6780089;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
868;A Novel Model for Competition and Cooperation among Cloud Providers;Having received significant attention in the industry, the cloud market is nowadays fiercely competitive with many cloud providers. On one hand, cloud providers compete against each other for both existing and new cloud users. To keep existing users and attract newcomers, it is crucial for each provider to offer an optimal price policy which maximizes the final revenue and improves the competitive advantage. The competition among providers leads to the evolution of the market and dynamic resource prices over time. On the other hand, cloud providers may cooperate with each other to improve their final revenue. Based on a service level agreement, a provider can outsource its users' resource requests to its partner to reduce the operation cost and thereby improve the final revenue. This leads to the problem of determining the cooperating parties in a cooperative environment. This paper tackles these two issues of the current cloud market. First, we solve the problem of competition among providers and propose a dynamic price policy. We employ a discrete choice model to describe the user's choice behavior based on his obtained benefit value. The choice model is used to derive the probability of a user choosing to be served by a certain provider. The competition among providers is formulated as a noncooperative stochastic game where the players are providers who act by proposing the price policy simultaneously. The game is modelled as a Markov Decision Process whose solution is a Markov Perfect Equilibrium. Then, we address the cooperation among providers by presenting a novel algorithm for determining a cooperation strategy that tells providers whether to satisfy users' resource requests locally or outsource them to a certain provider. The algorithm yields the optimal cooperation structure from which no provider unilaterally deviates to gain more revenue. Numerical simulations are carried out to evaluate the performance of the proposed models.;;2014;Truong-Huu, Tram & Tham, Chen-Khong;http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6811199;;SLA and Cloud;;;;;;;;;;;;;;;;;
869;Hierarchical aggregation of Service Level Agreements;IT-based Service Economy requires Service Markets to flourish for the trade of services. A market does not represent a simple buyer-seller relationship, rather it is the culmination point of a complex chain of stake-holders with a hierarchical integration of value along each point in the chain. To enable a Service Economy, Service Markets must be practically realized, which in turn requires an enabling infrastructure to support service value chains and service choreographies resulting from service composition scenarios. In such scenarios, services compose together hierarchically in a producer–consumer manner to form service supply-chains of added value. Service Level Agreements (SLAs) are defined at various levels in this hierarchy to ensure the expected quality of service for different stakeholders. Automation of service composition directly implies the aggregation of their corresponding SLAs. In this paper we elaborate on the requirements of hierarchical aggregation of SLAs corresponding to service choreographies leading to business models such as Business Value Networks. During the hierarchical aggregation of SLAs, certain SLA information pertaining to different stakeholders is meant to be restricted and can be only partially revealed to a subset of their business partners. We introduce the concept of SLA-Views to protect such privacy concerns. We then formalize the notion of SLA Choreography and define an aggregation model based on SLA-Views to enable the automation of hierarchical aggregation of Service Level Agreements. The aggregation model has been designed to comply with the WS-Agreement standard.;;2011;"Ul Haq, Irfan; Huqqani, Altaf Ahmad & Schikuta, Erich";http://www.sciencedirect.com/science/article/pii/S0169023X11000139 http://dl.acm.org/citation.cfm?id=1982689.1982825;Elsevier Science Publishers B. V.;SLA and Cloud;;;;;;;;;;;;;;;;;
870;Demo Paper: Automatic Provisioning, Deploy and Monitoring of Virtual Machines Based on Security Service Level Agreement in the Cloud;This demo presents a Security Service Level Agreement (SSLA) management solution for the cloud. In this work we aim to bind security in the Service Level Agreement (SLA) as a measurable and agreeable parameter between cloud service provider (CSP) and the customer. To achieve this, we allow cloud customer to choose between different security levels when negotiating the SLA and then our automated SLA engine finds the requirements from the SSLA and deploys the Virtual Machine (VM) based on that. Finally, we also provide monitoring of the security services from where the customer can review the current security status of the VMs. If there are any violations from the agreed SSLA, then the customer can immediately notice that and file a SLA breach complaint to the CSP.;;2014;Ullah, Kazi Wali & Ahmed, Abu Shohel;http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6846490;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
871;Differentiated Availability in Cloud Computing SLAs;Cloud computing is the new trend in service delivery, and promises large cost savings and agility for the customers. However, some challenges still remain to be solved before widespread use can be seen. This is especially relevant for enterprises, which currently lack the necessary assurance for moving their critical data and applications to the cloud. The cloud SLAs are simply not good enough. This paper focuses on the availability attribute of a cloud SLA, and develops a complete model for cloud data centers, including the network. Different techniques for increasing the availability in a virtualized system are investigated, quantifying the resulting availability. The results show that depending on the failure rates, different deployment scenarios and fault-tolerance techniques can be used for achieving availability differentiation. However, large differences can be seen from using different priority levels for restarting of virtual machines.;;2011;"Undheim, Astrid; Chilwan, Ameen & Heegaard, Poul";http://dl.acm.org/citation.cfm?id=2082076.2082099 http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6076508;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
872;Deadline-aware datacenter tcp (D2TCP);;;2012;"Vamanan, Balajee; Hasan, Jahangir & Vijaykumar, T.N.";http://dl.acm.org/citation.cfm?id=2342356.2342388;ACM Press;SLA and Cloud;;;;;;;;;;;;;;;;;
873;Deadline-Aware Datacenter TCP (D 2 TCP);;excluded;;"Vamanan, Balajee; Hasan, Jahangir & Vijaykumar, T. N.";http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.261.1747;;SLA and Cloud;;;;;;;;;;;;;;;;;
874;Performance and Power Management for Cloud Infrastructures;A key issue for Cloud Computing data-centers is to maximize their profits by minimizing power consumption and SLA violations of hosted applications. In this paper, we propose a resource management framework combining a utility-based dynamic Virtual Machine provisioning manager and a dynamic VM placement manager. Both problems are modeled as constraint satisfaction problems. The VM provisioning process aims at maximizing a global utility capturing both the performance of the hosted applications with regard to their SLAs and the energy-related operational cost of the cloud computing infrastructure. We show several experiments how our system can be controlled through high level handles to make different trade-off between application performance and energy consumption or to arbitrate resource allocations in case of contention.;;2010;"Van, Hien Nguyen; Tran, Fr\'{e}d\'{e}ric Dang & Menaud, Jean-Marc";http://dl.acm.org/citation.cfm?id=1844768.1845355 http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5557975;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
875;SLA-Aware Virtual Resource Management for Cloud Infrastructures;Cloud platforms host several independent applications on a shared resource pool with the ability to allocate computing power to applications on a per-demand basis. The use of server virtualization techniques for such platforms provide great flexibility with the ability to consolidate several virtual machines on the same physical server, to resize a virtual machine capacity and to migrate virtual machine across physical servers. A key challenge for cloud providers is to automate the management of virtual servers while taking into account both high-level QoS requirements of hosted applications and resource management costs. This paper proposes an autonomic resource manager to control the virtualized environment which decouples the provisioning of resources from the dynamic placement of virtual machines. This manager aims to optimize a global utility function which integrates both the degree of SLA fulfillment and the operating costs. We resort to a constraint programming approach to formulate and solve the optimization problem. Results obtained through simulations validate our approach.;;2009;"Van, Hien Nguyen; Tran, Frederic Dang & Menaud, Jean-Marc";http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5328077 http://dl.acm.org/citation.cfm?id=1673076.1674142;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
876;Secured data destruction in cloud based multi-tenant database architecture;Cloud computing falls into two general categories. Applications being delivered as service and hardware and data centers that provides those services [1]. Cloud storage evolves from just a storage model to a new service model where data is being managed, maintained, and stored in multiple remote severs for back-up reasons. Cloud platform server clusters are running in network environment and it may contain multiple users' data and the data may be scattered in different virtual data centers. In a multi-user shared cloud computing platform users are only logically isolated, but data of different users may be stored in same physical equipment. These equipments can be rapidly provisioned, implemented, scaled up or down and decommissioned. Current cloud providers do not provide the control or at least the knowledge over the provided resources to their customers. The data in cloud is encrypted during rest, transit and back-up in multi tenant storage. The encryption keys are managed per customer. There are different stages of data life cycle Create, Store, Use, Share, Archive and Destruct. The final stage is overlooked [2], which is the complex stage of data in cloud. Data retention assurance may be easier for the cloud provider to demonstrate while the data destruction is extremely difficult. When the SLA between the customer and the cloud provider ends, today in no way it is assured that the particular customers' data is completely destroyed or destructed from the cloud provider's storage. The proposed method identifies way to track individual customers' data and their encryption keys and provides solution to completely delete the data from the cloud provider's multi-tenant storage architecture. It also ensures deletion of data copies as there are always possibilities of more than one copy of data being maintained for back-up purposes. The data destruction proof shall also be provided to customer making sure that the owner's data is completely removed.;;2014;Vanitha, M. & Kavitha, C.;http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6921774;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
877;User subscription-based resource management for Desktop-as-a-Service platforms;;;2014;"Vankeirsbilck, Bert; Deboosere, Lien; Simoens, Pieter; Demeester, Piet; De Turck, Filip & Dhoedt, Bart";http://dl.acm.org/citation.cfm?id=2644152.2644211;Kluwer Academic Publishers;SLA and Cloud;;;;;;;;;;;;;;;;;
878;Energy Cost and QoS based management of Data Centers Resources in Cloud Computing;;;;Vashist, Sahil & Singh, Rajwinder;http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.404.1649;;SLA and Cloud;;;;;;;;;;;;;;;;;
879;High-Performance Cloud Computing: A View of Scientific Applications;Scientific computing often requires the availability of a massive number of computers for performing large scale experiments. Traditionally, these needs have been addressed by using high-performance computing solutions and installed facilities such as clusters and super computers, which are difficult to setup, maintain, and operate. Cloud computing provides scientists with a completely new model of utilizing the computing infrastructure. Compute resources, storage resources, as well as applications, can be dynamically provisioned (and integrated within the existing infrastructure) on a pay per use basis. These resources can be released when they are no more needed. Such services are often offered within the context of a service level agreement (SLA), which ensure the desired quality of service (QoS). Aneka, an enterprise cloud computing solution, harnesses the power of compute resources by relying on private and public clouds and delivers to users the desired QoS. Its flexible and service based infrastructure supports multiple programming paradigms that make Aneka address a variety of different scenarios: from finance applications to computational science. As examples of scientific computing in the cloud, we present a preliminary case study on using Aneka for the classification of gene expression data and the execution of fMRI brain imaging workflow.;;2009;"Vecchiola, Christian; Pandey, Suraj & Buyya, Rajkumar";http://dl.acm.org/citation.cfm?id=1726593.1728946 http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5381983;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
880;A THRESHOLD SECURE DATA SHARING SCHEME FOR FEDERATED CLOUDS;;excluded;;Venkataramana, K. & Padmavathamma, Dr. M.;http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.391.3979;;SLA and Cloud;;;;;;;;;;;;;;;;;
881;A cloud agency for SLA negotiation and management;;;2010;"Venticinque, Salvatore; Aversa, Rocco; Di Martino, Beniamino; Rak, Massimilano & Petcu, Dana";http://dl.acm.org/citation.cfm?id=2031978.2032058;Springer-Verlag;SLA and Cloud;;;;;;;;;;;;;;;;;
882;A Sight into Cloud Computing;;;;"Verma, Monika; Singh, Amardeep & Kaur, Sukhnandan";http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.219.5674;;SLA and Cloud;;;;;;;;;;;;;;;;;
883;A structured marketplace for arbitrary services;Creating simple marketplaces with common rules, that enable the dynamic selection and consumption of functionality, is the missing link to allow small businesses to enter the cloud, not only as consumers, but also as vendors. In this paper, we present the concepts behind a hybrid service and process repository that can act as the foundation for such a marketplace, as well as a prototype that allowed us to test various real-world scenarios. The advantage of a hybrid service and process repository is that, it not only holds a flat list of services, but also exposes a generic set of use cases, that it obtains information on how specific services can be used to implement the use cases as well as information to select services at run-time according to customer’s goal functions.;;2012;"Vigne, Ralph; Mangler, Juergen; Schikuta, Erich & Rinderle-Ma, Stefanie";http://www.sciencedirect.com/science/article/pii/S0167739X11001063;;SLA and Cloud;;;;;;;;;;;;;;;;;
884;Resource Over allocation to Improve Energy Efficiency in Real- Time Cloud Computing Data Centers;;;;Vikram, R. & Neelima, A.;http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.380.7721;;SLA and Cloud;;;;;;;;;;;;;;;;;
885;Optimizing run-time SOA governance through context-driven SLAs and dynamic monitoring;"End-users increasingly demand the provisioning of secure, scalable, reliable, flexible, resilient, and cost-efficient infrastructures, platforms, and software. However, the preservation of these properties, particularly in SOA and cloud environments, is extremely affected by distributed, heterogeneous, transient, and volatile context information. We envision the implementation of governance feedback loops, an innovative approach that equips service-oriented systems with run-time governance capabilities able to control the fulfillment of service level agreements (SLA) under changing execution environments. However, the effectiveness of our approach depends on the capability of governance infrastructures to guarantee the consistency between monitoring strategies, governance objectives, and context situations. To advance our vision, this paper proposes (i) contextual RDF graphs, a machine-readable specification of monitoring requirements that enable governance feedback loops with dynamic context monitoring capabilities; and (ii) context-driven SLAs, an extension of SLAs where context requirements are explicitly mapped to service level objectives (SLO) to optimize the run-time control of contracted obligations.";;2011;"Villegas, Norha M.; Muller, Hausi A. & Tamura, Gabriel";http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6049036;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
886;A Survey of Trust in Workflows and Relevant Contexts;With the fast-growing Internet technology, several service-based interactions are prevalent and appear in several forms such as e-commerce, content provider, Virtual Organizations, Peer-to-Peer, Web Service, Grids, Cloud Computing, and individual interactions. This demands for an effective mechanism to establish trust among participants in a high-level abstract way, capturing relevant factors ranging on Service Level Agreement, security policies, requirements, regulations, constraints, Quality of Service, reputation, and recommendation. Trust is platform-independent and flexible to be seamlessly integrated into heterogeneous domains and interoperate with different security solutions in distributed environments. Establishing trust in a service workflow leads to the willingness of services to participate. Coordinating service workflows without trust consideration may pose higher risks, possibly results in poor performance, additional vulnerabilities, or failures. Although trust in service workflows and relevant contexts has been studied for a past decade, the standard development is still immature. Nowadays, trust approaches to service workflows comprise a large area of research where one can hardly classify into a comprehensive survey. This survey examines and explores the role of trust in service workflows and their contexts from a wide variety of literatures. Various mechanisms, architecture, techniques, standards, and frameworks are explained along the way with discussions. Working trust definition and classification are newly provided and supported with examples.;;2011;Viriyasitavat, Wattana & Martin, Andrew;http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5989901;;SLA and Cloud;;;;;;;;;;;;;;;;;
887;A Path Supervision Framework A Key for Service Monitoring in Infrastructure as a Service (IaaS) Platforms;Current service platforms, e.g. Cloud solutions, do not adequately address the requirements exposed from certain kind of services like real-time services. Infrastructure as a Service Platform (IaaS) supporting these service requirements, such as quality of service of the resources provided, heavily depend on measurements in order to be able to verify that the quality of service as contracted in a service level agreement (SLA) towards the IaaS platform is kept on service layer. This paper presents the concept of a path supervision framework in the context of virtualized service infrastructures, such as IaaS platforms, spanning over use cases for service monitoring and measurement methodology. Moreover, the overall monitoring framework supporting the guaranteed execution of real-time services in such an execution environment is presented.;;2010;"Voith, Thomas; Oberle, Karsten; Stein, Manuel; Oliveros, Eduardo; Gallizo, Georgina & Kubert, Roland";http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5598088 http://dl.acm.org/citation.cfm?id=1906490.1907112;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
888;GreenIT Service Level Agreements;;;;Von Laszewski, Gregor & Wang, Lizhe;http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.158.3720;;SLA and Cloud;;;;;;;;;;;;;;;;;
889;Cost of Virtual Machine Live Migration in Clouds: A Performance Evaluation;;;;"Voorsluys, William; Broberg, James & Venugopal, Srikumar";http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.151.5661;;SLA and Cloud;;;;;;;;;;;;;;;;;
890;A Unified Management Model for Data Intensive Storage Clouds;Cloud storage has recently appeared as a promising solution to handle the immense volume of data produced in nowadays' rich and ubiquitous digital environment. Existing approaches, however, do not fully address certain significant issues, such as Service Level Agreements, which tend to be rudimentary, and management of cloud systems, which often lacks sophistication. In this paper, we propose the definition and development of management models that systematically describe the resources, services, usage, and requirements in the context of a cloud storage environment. Furthermore, we introduce content oriented SLA Schemas, which are adapted according to the content term involved in each SLA. Combining all this often heterogeneous information in a smart, structured, and uniform manner can provide significant added value, allowing correlations, links and extraction of useful inferences. We thus propose to incorporate these models in a rich Unified Management Model, which will contribute to optimum decision making, data movement, as well as better resource allocation and energy management, also leading to enhanced Quality of Service. The research presented in this paper is work in progress carried out in the context of the VISION Cloud project.;;2011;"Voulodimos, Athanasios; Gogouvitis, Spyridon V.; Mavrogeorgi, Nikoletta; Kyriazis, Dimosthenis; Koutsoutos, Stefanos; Alex, Vasileios; Kolodner, Elliot; Br, Per; Varvarigou, Theodora; Talyansky, Roman; Alexandrou, Vasileios & Brand, Per";http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6123440 http://dl.acm.org/citation.cfm?id=2120958.2121084 http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.301.9470;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
891;Queuing Theoretic and Evolutionary Deployment Optimization with Probabilistic SLAs for Service Oriented Clouds;;;;"Wada, Hiroshi; Suzuki, Junichi & Oba, Katsuya";http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.148.2191;;SLA and Cloud;;;;;;;;;;;;;;;;;
892;Evolutionary deployment optimization for service-oriented clouds;;;2011;"Wada, Hiroshi; Suzuki, Junichi; Yamano, Yuji & Oba, Katsuya";http://dl.acm.org/citation.cfm?id=1967098.1967102;John Wiley \& Sons, Inc.;SLA and Cloud;;;;;;;;;;;;;;;;;
893;Tracking the PRIME eddy using satellite altimetry;The PRIME cruise to the North Atlantic during June/July 1996 surveyed and sampled an extremely vigorous and deep-reaching eddy with a significant barotropic component. Although it exhibited anticyclonic flow and featured a warm core at depth, it had been capped at some point during its lifetime, so appeared as a cold feature in the upper 500m. Satellite-derived sea-surface temperatures (SST) showed it to have moved little during the few weeks prior to the cruise. In this paper we discuss the origin of the PRIME eddy including where and when it is likely to have formed. Consistently large amounts of cloud cover restrict the use of SST imagery to track such features. Altimetry provides a better method to trace this eddy back in time and space since microwave radiation is not significantly affected by cloud cover. Sea-level anomaly (SLA) data from the TOPEX/POSEIDON and European Remote Sensing (ERS) satellites were used. Results show that the eddy remained almost stationary in the Iceland Basin since first being detected in late 1995 and that it almost certainly formed locally, probably as a result of an instability in the current flow around the northwest of the Hatton Bank. Comparisons between satellite SLAs and hydrographic estimates of sea-surface elevation confirm that the eddy had a substantial barotropic flow. Both the altimeter data and the sea-surface height derived from the acoustic Doppler current profiler agree that the PRIME eddy had a sea-surface elevation of about 20cm and that its diameter was about 120km.;;2001;Wade, Ian P. & Heywood, Karen J.;http://www.sciencedirect.com/science/article/pii/S0967064500000941;;SLA and Cloud;;;;;;;;;;;;;;;;;
894;Just Satisfactory Resource Provisioning for Parallel Applications in the Cloud;The paper discusses a resource management method at the cloud tenant level. It concerns efficiently running a profitable service on resources leased from a cloud infrastructure provider. Particularly, the paper focuses on services that handle parallelizable client requests, e.g, such a request can be processed using a MPI or a MapReduce program. The objective is to manage resource use to just satisfy the performance requirements of clients and avoid the common over-provisioning or under-provisioning problem. The proposed resource management method makes initial resource leasing plan based on client request profile and performance targets in service level agreements (SLAs). It then dynamically adjusts resource allocation based on monitoring data. Our extensive experiments show that the method is able to provision and efficiently use resources to just satisfy the SLA targets.;;2012;"Wang, Chen; Chen, Junliang; Zhou, Bing Bing & Zomaya, Albert Y.";http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6274063 http://dl.acm.org/citation.cfm?id=2358963.2359689;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
895;A genetic-based approach to web service composition in geo-distributed cloud environment;Independent fine-grain web services can be integrated to a value-added coarse-grain service through service composition technologies in Service Oriented Architecture. With the advent of cloud computing, more and more web services in cloud may provide the same function but differ in performance. In addition, the development of cloud computing presents a geographically distributed manner, which elevates the impact of the network on the QoS of composited web services. Therefore, a significant research problem in service composition is how to select the best candidate service from a set of functionally equivalent services in terms of a service level agreement (SLA). In this paper, we propose a composition model that takes both QoS of services and cloud network environment into consideration. We also propose a web service composition approach based on genetic algorithm for geo-distributed cloud and service providers who want to minimize the SLA violations.;;2014;"Wang, Dandan; Yang, Yang & Mi, Zhenqiang";http://www.sciencedirect.com/science/article/pii/S0045790614002419;;SLA and Cloud;;;;;;;;;;;;;;;;;
896;Avoiding performance fluctuation in cloud storage;Cloud computing is an elastic computing model whereby users can lease computing and storage resources on demand from a remote infrastructure. Cloud computing is gaining popularity due to its low cost, high reliability and wide availability. However, a serious impediment to its wider deployment is the relative lack of effective data management services. The relatively slow access to persistent data and large variability in cloud storage I/O performance, can significantly degrade the performance of data-intensive applications. This paper addresses the problem of I/O performance fluctuation and proposes an automatic optimization schema for cloud storage called AOSC, which utilizes data chunking, placement, and replication to achieve more stable and predictable performance. Our experimental results based on Amazon Elastic Cloud Computing (EC2) data center show that AOSC can improve the stability and help provide better performance guarantees for cloud computing.;;2010;"Wang, Jianzong; Varman, Peter & Xie, Changsheng";http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5713182;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
897;Middleware enabled data sharing on cloud storage services;;;2010;"Wang, Jianzong; Varman, Peter & Xie, Changsheng";http://dl.acm.org/citation.cfm?id=1890912.1890918;ACM Press;SLA and Cloud;;;;;;;;;;;;;;;;;
898;A Hierarchical Memory Service Mechanism in Server Consolidation Environment;Increasing Internet business and computing footprint motivate server consolidation in data centers. Through virtualization technology, server consolidation can reduce physical hosts and provide scalable services. However, the ineffective memory usage among multiple virtual machines (VMs) becomes the bottleneck in server consolidation environment. Because of inaccurate memory usage estimate and the lack of memory resource managements, there is much service performance degradation in data centers, even though they have occupied a large amount of memory. In order to improve this scenario, we first introduce VM's memory division view and VM's free memory division view. Based on them, we propose a hierarchal memory service mechanism. We have designed and implemented the corresponding memory scheduling algorithm to enhance memory efficiency and achieve service level agreement. The benchmark test results show that our implementation can save 30\% physical memory with 1\% to 5\% performance degradation. Based on Xen virtualization platform and balloon driver technology, our works actually bring dramatic benefits to commercial cloud computing center which is providing more than 2,000 VMs' services to cloud computing users.;;2011;"Wang, Liufeng; Wang, Huaimin; Cai, Lu; Chu, Rui; Zhang, Pengfei & Liu, Lanzheng";http://dl.acm.org/citation.cfm?id=2117686.2118693 http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6121258;IEEE;SLA and Cloud;;;;;;;;;;;;;;;;;
